,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4407,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4408,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4409,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4410,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4411,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4412,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4413,Tuberculosis, chills, vomiting, fatigue, weight_loss
4414,Common Cold, continuous_sneezing, chills, fatigue, cough
4415,Pneumonia, chills, fatigue, cough, high_fever
4416,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4417,Heart attack, vomiting, breathlessness, sweating, chest_pain
4418,Varicose veins, fatigue, cramps, bruising, obesity
4419,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4420,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4421,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4422,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4423,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4424,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4425,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4426,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4427,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4428,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4429,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4430,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4431,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4432,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4433,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4434,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4435,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4436,Diabetes , fatigue, weight_loss, restlessness, lethargy
4437,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4438,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4439,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4440,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4441,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4442,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4443,Jaundice,itching, vomiting, fatigue, weight_loss
4444,Malaria, chills, vomiting, high_fever, sweating
4445,Chicken pox,itching, skin_rash, fatigue, lethargy
4446,Dengue, skin_rash, chills, joint_pain, vomiting
4447,Typhoid, chills, vomiting, fatigue, high_fever
4448,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4449,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4450,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4451,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4452,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4453,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4454,Tuberculosis, chills, vomiting, fatigue, weight_loss
4455,Common Cold, continuous_sneezing, chills, fatigue, cough
4456,Pneumonia, chills, fatigue, cough, high_fever
4457,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4458,Heart attack, vomiting, breathlessness, sweating, chest_pain
4459,Varicose veins, fatigue, cramps, bruising, obesity
4460,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4461,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4462,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4463,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4464,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4465,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4466,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4467,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4468,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4469,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4470,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4471,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4472,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4473,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4474,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4475,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4476,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4477,Diabetes , fatigue, weight_loss, restlessness, lethargy
4478,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4479,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4480,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4481,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4482,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4483,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4484,Jaundice,itching, vomiting, fatigue, weight_loss
4485,Malaria, chills, vomiting, high_fever, sweating
4486,Chicken pox,itching, skin_rash, fatigue, lethargy
4487,Dengue, skin_rash, chills, joint_pain, vomiting
4488,Typhoid, chills, vomiting, fatigue, high_fever
4489,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4490,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4491,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4492,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4493,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4494,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4495,Tuberculosis, chills, vomiting, fatigue, weight_loss
4496,Common Cold, continuous_sneezing, chills, fatigue, cough
4497,Pneumonia, chills, fatigue, cough, high_fever
4498,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4499,Heart attack, vomiting, breathlessness, sweating, chest_pain
4500,Varicose veins, fatigue, cramps, bruising, obesity
4501,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4502,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4503,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4504,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4505,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4506,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4507,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4508,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4509,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4510,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4511,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4512,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4513,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4514,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4515,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4516,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4517,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4518,Diabetes , fatigue, weight_loss, restlessness, lethargy
4519,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4520,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4521,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4522,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4523,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4524,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4525,Jaundice,itching, vomiting, fatigue, weight_loss
4526,Malaria, chills, vomiting, high_fever, sweating
4527,Chicken pox,itching, skin_rash, fatigue, lethargy
4528,Dengue, skin_rash, chills, joint_pain, vomiting
4529,Typhoid, chills, vomiting, fatigue, high_fever
4530,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4531,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4532,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4533,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4534,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4535,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4536,Tuberculosis, chills, vomiting, fatigue, weight_loss
4537,Common Cold, continuous_sneezing, chills, fatigue, cough
4538,Pneumonia, chills, fatigue, cough, high_fever
4539,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4540,Heart attack, vomiting, breathlessness, sweating, chest_pain
4541,Varicose veins, fatigue, cramps, bruising, obesity
4542,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4543,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4544,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4545,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4546,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4547,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4548,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4549,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4550,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4551,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4552,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4553,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4554,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4555,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4556,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4557,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4558,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4559,Diabetes , fatigue, weight_loss, restlessness, lethargy
4560,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4561,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4562,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4563,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4564,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4565,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4566,Jaundice,itching, vomiting, fatigue, weight_loss
4567,Malaria, chills, vomiting, high_fever, sweating
4568,Chicken pox,itching, skin_rash, fatigue, lethargy
4569,Dengue, skin_rash, chills, joint_pain, vomiting
4570,Typhoid, chills, vomiting, fatigue, high_fever
4571,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4572,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4573,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4574,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4575,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4576,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4577,Tuberculosis, chills, vomiting, fatigue, weight_loss
4578,Common Cold, continuous_sneezing, chills, fatigue, cough
4579,Pneumonia, chills, fatigue, cough, high_fever
4580,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4581,Heart attack, vomiting, breathlessness, sweating, chest_pain
4582,Varicose veins, fatigue, cramps, bruising, obesity
4583,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4584,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4585,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4586,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4587,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4588,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4589,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4590,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4591,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4592,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4593,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4594,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4595,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4596,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4597,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4598,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4599,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4600,Diabetes , fatigue, weight_loss, restlessness, lethargy
4601,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4602,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4603,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4604,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4605,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4606,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4607,Jaundice,itching, vomiting, fatigue, weight_loss
4608,Malaria, chills, vomiting, high_fever, sweating
4609,Chicken pox,itching, skin_rash, fatigue, lethargy
4610,Dengue, skin_rash, chills, joint_pain, vomiting
4611,Typhoid, chills, vomiting, fatigue, high_fever
4612,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
4613,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
4614,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
4615,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
4616,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
4617,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4618,Tuberculosis, chills, vomiting, fatigue, weight_loss
4619,Common Cold, continuous_sneezing, chills, fatigue, cough
4620,Pneumonia, chills, fatigue, cough, high_fever
4621,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4622,Heart attack, vomiting, breathlessness, sweating, chest_pain
4623,Varicose veins, fatigue, cramps, bruising, obesity
4624,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4625,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4626,Hypoglycemia, vomiting, fatigue, anxiety, sweating
4627,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4628,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4629,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
4630,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
4631,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4632,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4633,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4634,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4635,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4636,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
4637,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4638,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
4639,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4640,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4641,Diabetes , fatigue, weight_loss, restlessness, lethargy
4642,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4643,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
4644,Hypertension , headache, chest_pain, dizziness, loss_of_balance
4645,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
